File,Cross-Entropy,Overall,Overall Binary,Overall Highest Probability Index,Readability,Understandability,Complexity,Modularization
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/procedural/NumberModule.java,4.7209014892578125,"{0.101952,0.895654,0.00239406,4.92319e-13}",True,1,"{0.0170338,0.789484,0.193482,1.85578e-08}","{0.200569,0.760689,0.0387421,1.26125e-08}","{2.91311e-11,0.000733943,0.192302,0.806964}","{3.51107e-05,0.0558498,0.905474,0.0386414}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/procedural/RGBModule.java,3.256385326385498,"{0.926245,0.0737546,1.217e-10,0.0}",False,0,"{0.187201,0.812659,0.000140439,5.7125e-09}","{0.41185,0.588126,2.44358e-05,3.42098e-14}","{6e-20,1.82339e-07,0.0998944,0.900105}","{0.0,2.66271e-11,0.0177,0.9823}"
dataset/aoi/sourcefiles/Renderers/src/artofillusion/raytracer/PhotonMap.java,3.7365188636392612,"{0.0,0.00182194,0.291643,0.706535}",True,3,"{1.30405e-05,0.196547,0.455799,0.347641}","{8.02223e-08,0.0248505,0.750476,0.224674}","{0.78755,0.212447,2.5442e-06,0.0}","{0.974662,0.0250395,0.000299028,8.64015e-09}"
dataset/aoi/sourcefiles/Renderers/src/artofillusion/raytracer/RTDirectionalLight.java,4.992081642150879,"{0.93722,0.0626685,0.000111167,1.55334e-12}",False,0,"{0.945181,0.0548191,6.01908e-11,0.0}","{0.00403132,0.960891,0.0350778,4.70584e-12}","{2.28479e-11,0.00101018,0.867418,0.131572}","{0.0,0.000280614,0.228393,0.771327}"
dataset/aoi/sourcefiles/Renderers/src/artofillusion/raytracer/RTEllipsoid.java,3.234134215348519,"{1.23496e-10,0.0550549,0.924878,0.0200667}",True,2,"{3.24342e-06,0.990734,0.00926303,9.43069e-15}","{1.71961e-07,0.0423835,0.873178,0.0844382}","{0.804691,0.195306,2.06349e-06,5.25149e-07}","{0.00344645,0.895215,0.101339,6.64282e-11}"
dataset/aoi/sourcefiles/Renderers/src/artofillusion/raytracer/RTTriangleLowMemory.java,3.1462897720521763,"{0.0,0.0,1.23803e-12,1.0}",True,3,"{0.102013,0.860343,0.0376435,3e-20}","{0.0,3.32751e-08,0.0766872,0.923313}","{0.17637,0.82363,0.0,0.0}","{0.737359,0.262469,0.000171724,1.915e-11}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/RotateObjectTool.java,3.8090339298848503,"{4.56e-18,0.0012557,0.557358,0.441387}",True,2,"{4.82e-18,0.00996481,0.990035,9.0059e-08}","{2.68419e-05,0.0976622,0.902251,6.01277e-05}","{0.0141576,0.867501,0.118341,2.22681e-10}","{0.0381154,0.819755,0.142129,5.36727e-12}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/Scene.java,3.7348048462134074,"{0.0,7.95193e-06,0.0626127,0.937379}",True,3,"{9.30393e-06,0.675306,0.214497,0.110188}","{1.3329e-08,0.000682626,0.191176,0.808142}","{0.170608,0.829232,0.000159546,0.0}","{0.531182,0.460258,0.00855951,1.16629e-06}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/SceneChangedEvent.java,8.18502426147461,"{0.99961,0.000390201,1.4e-19,0.0}",False,0,"{0.99985,0.000149551,4e-20,0.0}","{0.996698,0.00330157,4.82091e-12,0.0}","{0.0,0.0,2.64836e-09,1.0}","{0.0,4e-20,0.00214848,0.997852}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/SceneViewer.java,3.8196459467754136,"{0.0,0.000145129,0.144014,0.855841}",True,3,"{3.16977e-05,0.496665,0.461597,0.0417057}","{1.37164e-05,0.00131198,0.551269,0.447405}","{0.0247613,0.89237,0.0828507,1.78459e-05}","{0.249701,0.723729,0.0265661,4.05562e-06}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/script/ScriptedObjectController.java,4.230227947235107,"{0.029375,0.97043,0.000194567,5.2e-19}",True,1,"{0.949787,0.0502067,6.02739e-06,2.37972e-14}","{0.302956,0.680806,0.0162381,1.02787e-10}","{3.63972e-08,0.177435,0.818645,0.00391943}","{3.2401e-14,0.012419,0.353204,0.634377}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/SplineMeshEditorWindow.java,3.3413163890689166,"{0.0,0.0,3.33504e-06,0.999997}",True,3,"{1.35565e-15,0.00376581,0.988079,0.00815526}","{6.50356e-11,1.51925e-05,0.0155581,0.984427}","{0.969597,0.0304026,2.23029e-10,0.0}","{1.0,2.45908e-07,2e-20,0.0}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/HttpSPMFileSystem.java,3.9233188281945193,"{0.0,8.04034e-05,0.0173088,0.982611}",True,3,"{0.0,0.206657,0.0671503,0.726192}","{6.56298e-08,4.45795e-10,0.646745,0.353254}","{0.336889,0.663041,6.99278e-05,0.0}","{0.881035,0.118965,0.0,0.0}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/InstallSplitPane.java,4.099643706010361,"{8.13e-18,2.39375e-05,0.936614,0.0633621}",True,2,"{1.10711e-13,0.981615,0.0183852,8.92666e-11}","{8.96383e-12,2.83889e-05,2.64908e-05,0.999945}","{0.139633,0.860179,0.000187046,8.23304e-07}","{0.982942,0.0170576,6.42679e-13,0.0}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/SPManagerPlugin.java,3.800473398148829,"{0.0,2.14389e-05,0.863959,0.13602}",True,2,"{0.0,0.0163848,0.981395,0.00222024}","{3.09275e-10,0.00021811,0.999159,0.000623198}","{0.839472,0.160528,1e-20,0.0}","{0.609967,0.390033,4.63151e-11,0.0}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/SPManagerUtils.java,4.02083054492127,"{0.0,0.0,1.0,5.36855e-09}",True,2,"{0.0,0.00788651,0.991159,0.000954507}","{2.0344e-12,0.998858,0.00114228,0.0}","{0.0,0.842427,0.155819,0.00175383}","{0.0,1.0,0.0,0.0}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/SPMFileSystem.java,3.929737091064453,"{0.000148382,0.971835,0.028017,2.03086e-13}",True,1,"{0.844074,0.155915,1.17127e-05,1.23479e-09}","{0.480279,0.516873,0.0028481,1.79189e-08}","{4.59832e-15,2.97e-05,0.300961,0.699009}","{2.209e-17,6.29103e-05,0.0339099,0.966027}"
dataset/aoi/sourcefiles/SPManager/src/artofillusion/spmanager/SPMTranslate.java,4.165765213057271,"{0.000700186,0.998944,0.000355825,0.0}",True,1,"{0.000436977,0.894155,0.105408,8.9367e-15}","{0.000531847,0.995393,0.00407533,1.854e-13}","{3.8435e-16,0.00118411,0.997558,0.00125808}","{4.6596e-16,0.0044314,0.578026,0.417542}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/texture/FaceVertexParameterValue.java,3.1666394152526243,"{0.000478604,0.986218,0.0133035,3.7e-19}",True,1,"{0.344153,0.624197,0.0316496,2.09468e-07}","{2.2314e-05,0.602984,0.39633,0.000664096}","{0.0298168,0.703421,0.266762,1.69984e-08}","{7.16628e-14,0.0313527,0.968473,0.000174472}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/texture/UniformTexture.java,3.18055196203478,"{7.43307e-10,0.999985,1.48396e-05,2e-20}",True,1,"{1.52152e-14,0.985838,0.0141617,1.66363e-11}","{0.460705,0.539294,2.689e-07,0.0}","{0.0,0.000622909,0.999377,9.64097e-14}","{0.0,6.99842e-12,1.0,3.5074e-16}"
dataset/aoi/sourcefiles/Tools/src/artofillusion/tools/ArraySpec.java,3.7138466390132763,"{3.2e-19,6.23694e-05,0.77851,0.221427}",True,2,"{3.9803e-06,0.971936,0.0274996,0.00055992}","{3.03937e-11,0.000281536,0.0959787,0.90374}","{0.355497,0.64448,2.28355e-05,8.6e-19}","{0.850658,0.149338,3.73956e-06,0.0}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/TransformPointsDialog.java,3.9309046268463135,"{0.197425,0.801695,0.000880284,1.53902e-13}",True,1,"{0.72666,0.271017,0.00232293,1.17467e-14}","{0.000157681,0.986879,0.0129637,2.60952e-12}","{2.52283e-12,0.000291194,0.0930862,0.906623}","{4.91083e-06,0.040282,0.91474,0.0449732}"
dataset/aoi/sourcefiles/Translators/src/artofillusion/translators/OBJImporter.java,3.460955084940114,"{0.0,0.0,7.48167e-07,0.999999}",True,3,"{8.53956e-13,0.188569,0.811431,1.59882e-08}","{2.7656e-09,1.47172e-11,7.53095e-07,0.999999}","{0.845248,0.154752,1.72002e-07,0.0}","{0.997098,0.00290135,8.83033e-07,1e-20}"
dataset/aoi/sourcefiles/Translators/src/artofillusion/translators/POVExporter.java,3.2688488091218657,"{0.0,5.81878e-05,0.26444,0.735502}",True,3,"{4.4167e-14,0.0664275,0.924942,0.00863057}","{1.44588e-09,0.000644296,0.469737,0.529619}","{0.195395,0.803749,0.00084415,1.21135e-05}","{0.686819,0.31067,0.00251102,1.40927e-08}"
dataset/aoi/sourcefiles/Translators/src/artofillusion/translators/TextureImageExporter.java,2.9875778845910514,"{2.16648e-08,0.160153,0.813925,0.0259221}",True,2,"{1.96205e-05,0.885832,0.114149,8.07257e-09}","{9.81071e-09,0.0733606,0.613897,0.312742}","{0.107004,0.84513,0.0478661,1.25577e-12}","{0.0,2.49883e-14,0.99519,0.00481021}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/TriMeshSelectionUtilities.java,3.149920230039281,"{2.87826e-12,0.0110794,0.92609,0.0628303}",True,2,"{1.87794e-05,0.708127,0.291002,0.000851749}","{1.09386e-07,0.0576067,0.513569,0.428824}","{0.128452,0.779653,0.091895,3.92389e-11}","{0.0705177,0.911494,0.0179881,7.32293e-12}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/TriMeshSimplifier.java,3.275450806898083,"{0.0,1.46771e-06,0.0230749,0.976924}",True,3,"{1e-20,2.16812e-07,0.970131,0.0298685}","{2.42325e-06,0.13605,0.863945,2.68761e-06}","{0.981068,0.0189324,0.0,0.0}","{0.997851,0.00214871,6e-20,0.0}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/TubeEditorWindow.java,3.525981085148397,"{0.0,9.35963e-07,0.126096,0.873903}",True,3,"{1.21433e-14,0.0754961,0.923579,0.000925047}","{1.59903e-11,0.000136793,0.273906,0.725957}","{0.922185,0.0778145,1.5278e-07,1e-20}","{0.967674,0.0323213,4.41241e-06,1.77e-18}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/ui/DefaultDockableWidget.java,3.9541566371917725,"{0.16281,0.837076,0.000113757,8.74057e-15}",True,1,"{0.253554,0.745548,0.00089724,2.53185e-11}","{0.00320941,0.870862,0.125928,3.91373e-07}","{0.0,4.74023e-14,0.00503831,0.994962}","{0.0,0.00021786,0.263401,0.736381}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/ui/DefaultToolButton.java,3.7376441955566406,"{0.980362,0.0183597,0.000943958,0.000334124}",False,0,"{0.999999,9.47792e-07,1.99676e-13,0.0}","{0.942242,0.0552206,0.00253737,4.73798e-12}","{0.0,1.9404e-08,0.95305,0.0469499}","{5.081e-17,2.59347e-09,0.0877939,0.912206}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/ui/ToolPalette.java,3.5638748754077807,"{0.0114379,0.91303,0.075532,1.20478e-07}",True,1,"{0.0138065,0.464325,0.519891,0.00197687}","{6.87484e-06,0.390459,0.608976,0.000557745}","{1.12405e-08,0.115805,0.882317,0.00187836}","{3.0863e-05,0.0453484,0.909886,0.0447346}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/view/FlatVertexShader.java,3.777484655380249,"{0.655007,0.344991,2.02603e-06,0.0}",False,0,"{0.908353,0.0916467,3.8321e-07,2.60088e-13}","{0.406137,0.590753,0.00310968,3.11464e-08}","{6.76992e-06,0.0105432,0.379533,0.609917}","{0.0,2.44921e-10,0.0861324,0.913868}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/view/GLCanvasDrawer.java,3.032898309409719,"{0.0,0.0,0.508818,0.491182}",True,2,"{0.0,2.08e-18,0.91556,0.0844404}","{0.0,0.0,1.0,0.0}","{1.0,0.0,0.0,0.0}","{1.0,0.0,0.0,0.0}"
dataset/aoi/sourcefiles/ArtOfIllusion/src/artofillusion/view/TexturedVertexShader.java,3.4498663283884525,"{5.38969e-13,0.00247362,0.934699,0.0628272}",True,2,"{3.06711e-15,0.0564465,0.943553,4.39496e-07}","{4.39941e-06,0.00397586,0.913184,0.0828352}","{0.95757,0.0424293,2.47204e-07,0.0}","{3.36761e-05,0.838282,0.161663,2.09e-05}"
dataset/aoi/sourcefiles/HelpPlugin/src/HelpPlugin.java,4.095849900002228,"{0.0,0.0,2.77468e-08,1.0}",True,3,"{0.0,0.000410898,0.812754,0.186835}","{4.55247e-11,7.26479e-06,1.4386e-06,0.999991}","{0.625967,0.374033,0.0,0.0}","{1.0,0.0,0.0,0.0}"
dataset/aoi/sourcefiles/HelpPlugin/src/ChatTextPane.java,4.199287955331108,"{5.19486e-10,0.0402193,0.717704,0.242077}",True,2,"{1.00053e-11,0.95712,0.0428768,3.59289e-06}","{9.93292e-13,0.322445,0.63569,0.0418648}","{0.458368,0.15113,0.387471,0.00303148}","{0.99974,0.00025978,0.0,0.0}"
dataset/aoi/sourcefiles/HelpPlugin/src/StringEditor.java,4.466106041227581,"{3e-20,0.017712,0.899637,0.082651}",True,2,"{0.0121558,0.967521,0.0203234,1.41564e-10}","{0.0227708,0.146763,1.68779e-06,0.830465}","{0.0873049,0.633623,0.279036,3.60028e-05}","{0.00475364,0.224089,0.681884,0.0892735}"
